count,sku,name,web_name,slug,price,price_unit,currency_symbol,image_url,ingredients,dosage_form,brand,specification,category_names,category_slugs,is_active,is_publish,search_scoring,product_ranking,link,category,skip_count
142,00502804,BĂNG VỆ SINH DẠNG TAMPON SOFY SOFT 9 MIẾNG,Băng vệ sinh Sofy Soft Tampon khả năng thấm hút tốt (9 miếng),cham-soc-ca-nhan/bang-ve-sinh-dang-tampon-sofy-soft-9-mieng-37108.html,55000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00502804_bang_ve_sinh_dang_tampon_sofy_soft_9_mieng_7954_6396_large_1993f2916e.jpg,"Túi PE , Chất liệu PET , bông cellulose , Vải không dệt ",,Sofy,Gói 9 Miếng,Chăm sóc cá nhân | Vệ sinh cá nhân | Băng vệ sinh,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/bang-ve-sinh,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bang-ve-sinh-dang-tampon-sofy-soft-9-mieng-37108.html,cham-soc-ca-nhan,100
143,00502621,"NƯỚC MUỐI NATRI CLORID 0.9 VĨNH PHÚC SMILES 1100ML - LÀM SẠCH RĂNG, KHỬ MÙI HÔI MIỆNG","Nước muối Natri Clorid 0.9 Vĩnh Phúc Smiles làm sạch răng, khử mùi hôi khoang miệng (1100ml)",cham-soc-ca-nhan/natri-clorid-09-vinh-phuc-smiles-1100ml---nuoc-muoi-36889.html,12000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09851_e912989671.png,"Aqua , Natri clorid 0.9%",,Vĩnh Phúc,Chai x 1100ml,Chăm sóc cá nhân | Chăm sóc răng miệng | Nước súc miệng,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/nuoc-suc-mieng,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/natri-clorid-09-vinh-phuc-smiles-1100ml---nuoc-muoi-36889.html,cham-soc-ca-nhan,100
144,00500817,"NƯỚC MUỐI VĨNH PHÚC PREMIUM NANO BẠC 500ML - LOẠI BỎ VI KHUẨN, KHỬ MÙI HÔI MIỆNG","Nước muối Vĩnh Phúc Premium Tinh Chất Nano Bạc 500ml kháng khuẩn, nấm trong khoang miệng",cham-soc-ca-nhan/nuoc-muoi-vinh-phuc-premium-tinh-chat-nano-bac-500-ml.html,12000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/nuoc_muoi_vinh_phuc_500_436705c53d.jpg,Natri clorid ,,Vĩnh Phúc,Chai x 500ml,Chăm sóc cá nhân | Chăm sóc răng miệng | Nước súc miệng,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/nuoc-suc-mieng,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-muoi-vinh-phuc-premium-tinh-chat-nano-bac-500-ml.html,cham-soc-ca-nhan,100
145,00500392,"DUNG DỊCH VỆ SINH PHỤ NỮ LACTACYD PRO SENSITIVE KHÁNG KHUẨN, GIẢM NGỨA 250ML","Dung dịch vệ sinh phụ nữ Lactacyd Pro Sensitive kháng khuẩn, giảm ngứa (250ml)",cham-soc-ca-nhan/lactacyd-pro-sensitive-250ml-dung-dich-ve-sinh-phu-nu-khang-khuan-va-giam-ngua-34511.html,96000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/smalls/IMG_3852_31f0a406fa.jpg,"Lactic Acid  , Sodium benzoate  , Styrene Acrylates Copolymer  , Cocamidopropyl betaine  , Sodium Chloride  ",Dung dịch,Lactacyd,Chai,Chăm sóc cá nhân | Vệ sinh cá nhân | Dung dịch vệ sinh phụ nữ,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/lactacyd-pro-sensitive-250ml-dung-dich-ve-sinh-phu-nu-khang-khuan-va-giam-ngua-34511.html,cham-soc-ca-nhan,100
146,00033402,BĂNG VỆ SINH HÀNG NGÀY KHÔNG MÙI LAURIER ACTIVE FIT QUICK DRY AND FRESH 20 MIẾNG,"Băng vệ sinh Laurier Active Fit Quick Dry And Fresh hàng ngày hút ẩm hiệu quả, không gây hầm hơi (20 miếng)",cham-soc-ca-nhan/bvs-laurier-hang-ngay-active-fit-quick-dry-and-fresh-khong-mui-20-mieng-33503.html,18000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02519_634a26603e.jpg,,,Kao,Gói 20 miếng,Chăm sóc cá nhân | Vệ sinh cá nhân | Băng vệ sinh,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/bang-ve-sinh,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bvs-laurier-hang-ngay-active-fit-quick-dry-and-fresh-khong-mui-20-mieng-33503.html,cham-soc-ca-nhan,100
147,00033398,BĂNG VỆ SINH BAN ĐÊM SIÊU BẢO VỆ LAURIER SAFETY NIGHT 4 MIẾNG X 35CM,Băng vệ sinh ban đêm Laurier Safety Night Kao thấm hút nhanh (4 miếng x 35cm),cham-soc-ca-nhan/bvs-laurier-safety-night-ban-dem-sieu-bao-ve-35cm-4-mieng-33504.html,23000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02526_29af86f42d.jpg,,,Kao,Gói 4 miếng,Chăm sóc cá nhân | Vệ sinh cá nhân | Băng vệ sinh,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/bang-ve-sinh,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bvs-laurier-safety-night-ban-dem-sieu-bao-ve-35cm-4-mieng-33504.html,cham-soc-ca-nhan,100
148,00033401,BĂNG VỆ SINH SIÊU MỎNG KHÁNG KHUẨN 1MM LAURIER SUPER SLIMGUARD 8 MIẾNG,"Băng vệ sinh Laurier Super Slimguard Kao kháng khuẩn 99,99%, ngăn nấm Candida (1mm - 8 miếng)",cham-soc-ca-nhan/bvs-laurier-super-slimguard-khang-khuan-sieu-mong-1mm-8-mieng-33506.html,38000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02511_9caa8f4e11.jpg,,,Kao,Gói 8 miếng,Chăm sóc cá nhân | Vệ sinh cá nhân | Băng vệ sinh,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/bang-ve-sinh,True,True,70,1.8357763999999999,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bvs-laurier-super-slimguard-khang-khuan-sieu-mong-1mm-8-mieng-33506.html,cham-soc-ca-nhan,100
149,00033403,BĂNG VỆ SINH SIÊU THẤM SIÊU MỎNG CÁNH LAURIER FRESH AND FREE 8 MIẾNG,"Băng vệ sinh Laurier Fresh And Free Kao siêu thấm, siêu mỏng cánh (8 miếng)",cham-soc-ca-nhan/bvs-laurier-fresh-and-free-sieu-tham-sieu-mong-canh-8-mieng-33510.html,16000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02535_db7c078b51.jpg,,,Kao,Gói 8 miếng,Chăm sóc cá nhân | Vệ sinh cá nhân | Băng vệ sinh,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/bang-ve-sinh,True,True,70,1.8551449,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bvs-laurier-fresh-and-free-sieu-tham-sieu-mong-canh-8-mieng-33510.html,cham-soc-ca-nhan,100
150,00033399,BĂNG VỆ SINH SIÊU MỎNG 1MM LAURIER SUPER SLIMGUARD 10 MIẾNG,Băng vệ sinh Laurier Super Slimguard Kao siêu thấm và mỏng nhẹ (1mm - 10 miếng),cham-soc-ca-nhan/bvs-laurier-super-slimguard-sieu-mong-1mm-10-mieng-33511.html,38000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02550_903e28745f.jpg,,,Kao,Gói 10 miếng,Chăm sóc cá nhân | Vệ sinh cá nhân | Băng vệ sinh,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/bang-ve-sinh,True,True,70,1.8399873000000002,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bvs-laurier-super-slimguard-sieu-mong-1mm-10-mieng-33511.html,cham-soc-ca-nhan,100
151,00003474,DẦU MASSAGE CHO BÉ JOHNSONS BABY OIL 200ML,Dầu dưỡng ẩm mát xa Johnson's Baby Oil (200ml),cham-soc-ca-nhan/dau-mat-xa-va-duong-am-gohnsons-baby-200ml-568.html,100000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00003474_dau_mat_xa_va_duong_am_gohnsons_baby_200ml_1784_6346_large_1c1cc78b19.jpg,"Mineral oil , Fragrance ",,Johnson & Johnson,Chai,Chăm sóc cá nhân | Tinh dầu các loại | Tinh dầu massage,cham-soc-ca-nhan | cham-soc-ca-nhan/tinh-dau-cac-loai | cham-soc-ca-nhan/tinh-dau-massage,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/dau-mat-xa-va-duong-am-gohnsons-baby-200ml-568.html,cham-soc-ca-nhan,100
152,00003475,DẦU MASSAGE CHO BÉ JOHNSONS BABY OIL 50ML,Dầu dưỡng ẩm mát xa Johnson's Baby Oil (50ml),cham-soc-ca-nhan/dau-mat-xa-va-duong-am-gohnsons-baby-50ml-569.html,40000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00003475_dau_mat_xa_va_duong_am_gohnsons_baby_50ml_2507_62af_large_7f503ae699.JPG,"Mineral oil , Fragrance ",,Johnson & Johnson,Chai,Chăm sóc cá nhân | Tinh dầu các loại | Tinh dầu massage,cham-soc-ca-nhan | cham-soc-ca-nhan/tinh-dau-cac-loai | cham-soc-ca-nhan/tinh-dau-massage,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/dau-mat-xa-va-duong-am-gohnsons-baby-50ml-569.html,cham-soc-ca-nhan,100
153,00010507,KEM ĐÁNH RĂNG DƯỢC LIỆU NGỌC CHÂU 100G,"Kem đánh răng dược liệu Ngọc Châu bảo vệ lợi, chắc răng, làm bền thành mạch, chống tụt lợi, chảy máu chân răng (100g)",cham-soc-ca-nhan/kem-danh-rang-duoc-lieu-ngoc-chau-639.html,46000.0,Tuýp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09195_a72160ec7d.png,"Bạc hà , Đinh hương , Vỏ Cau , Hoa Hòe , Keo Ong , Vitamin E , Natri fluorid , Muối , Dịch chiết Ratany ",,Hoa Linh,Tuýp,Chăm sóc cá nhân | Chăm sóc răng miệng | Kem đánh răng,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/kem-danh-rang,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/kem-danh-rang-duoc-lieu-ngoc-chau-639.html,cham-soc-ca-nhan,100
154,00007043,"KEM BÔI CHO BÉ SUDOCREM BẢO VỆ DA, NGĂN NGỪA HĂM TÃ 60G","Kem bôi cho bé Sudocrem bảo vệ da, ngăn ngừa hăm tã (60g)",cham-soc-ca-nhan/kem-ham-ta-sudocrem-655.html,103000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/sudocream_d5fd9979ed.jpg,"Kẽm oxyd 15.25%, Tá dược vừa đủ , Mỡ cừu 4%, Nước tinh khiết , Paraffin , Cera Microcristallina (Microcrystalline Wax) , Benzyl benzoat , Propylene glycol , Benzyl alcohol , Tinh dầu Oải Hương , Cera alba , BHA , Benzyl Cinnamate , Sorbitan Sesquioleate , Paraffin lỏng , Axit chanh , Linalyl Acetate ",,Sudocrem,Hộp,Chăm sóc cá nhân | Đồ dùng gia đình | Đồ dùng cho bé,cham-soc-ca-nhan | cham-soc-ca-nhan/do-dung-gia-dinh | cham-soc-ca-nhan/do-dung-cho-be,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/kem-ham-ta-sudocrem-655.html,cham-soc-ca-nhan,100
155,00002637,ĐƯỜNG ĂN KIÊNG TROPICANA SLIM CLASSIC 50 GÓI X 2G,Đường Ăn Kiêng Tropicana Slim Classic (50 gói x 2g),cham-soc-ca-nhan/duong-an-kieng-tropicana-slim-814.html,73000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00002637_duong_an_kieng_tropicana_slim_4317_5fae_large_c5396e0f83.JPG,"Chất tạo ngọt tổng hợp , Đường Sorbitol , Sucralose , Acesulfame potassium , Chromium picolinate , Bột bắp ",Dạng bột,Tropicana,Hộp,Chăm sóc cá nhân | Thực phẩm - Đồ uống | Đường ăn kiêng,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong | cham-soc-ca-nhan/duong-an-kieng,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/duong-an-kieng-tropicana-slim-814.html,cham-soc-ca-nhan,100
156,00011174,KEM XUA MUỖI SOFFELL HƯƠNG CAM 60ML,Kem xua muỗi Soffel hương cam giúp chống muỗi suốt 10 giờ (60ml),cham-soc-ca-nhan/kem-soffell-cam-60ml-1137.html,24000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05483_cac2779d89.png,Diethyltoluamide 13%,Kem,Soffell,Chai,Chăm sóc cá nhân | Đồ dùng gia đình | Chống muỗi & côn trùng,cham-soc-ca-nhan | cham-soc-ca-nhan/do-dung-gia-dinh | cham-soc-ca-nhan/chong-muoi-con-trung,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/kem-soffell-cam-60ml-1137.html,cham-soc-ca-nhan,100
157,00009627,KEM XUA MUỖI SOFFELL HƯƠNG HOA 60ML,Kem xua muỗi Soffell hương hoa giúp chống muỗi trong suốt 10 giờ (60ml),cham-soc-ca-nhan/kem-soffell-huong-hoa-60ml-1554.html,24000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05458_17c8368a64.png,Diethyltoluamide 13%,,Soffell,Chai,Chăm sóc cá nhân | Đồ dùng gia đình | Chống muỗi & côn trùng,cham-soc-ca-nhan | cham-soc-ca-nhan/do-dung-gia-dinh | cham-soc-ca-nhan/chong-muoi-con-trung,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/kem-soffell-huong-hoa-60ml-1554.html,cham-soc-ca-nhan,100
158,00002923,KẸO NGẬM HO EUGICA CANDY MEGA 100 VIÊN,Kẹo Ngậm Ho Eugica Candy Mega (100 viên),cham-soc-ca-nhan/eugica-candy-3812.html,73000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00002923_eugica_candy_9939_62ad_large_491323344e.jpg,"Tinh dầu bạc hà 7mg, Tinh dầu quế 1mg, Tinh dầu khuynh diệp 0.6mg, Tinh dầu gừng 0.6mg, Tinh dầu tần 0.5mg, Tá dược vừa đủ  ",Viên ngậm,MEGA We care,Hộp 100 Viên,Chăm sóc cá nhân | Thực phẩm - Đồ uống | Kẹo cứng,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong | cham-soc-ca-nhan/keo-cung,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/eugica-candy-3812.html,cham-soc-ca-nhan,100
159,00002166,"DUNG DỊCH VỆ SINH PHỤ NỮ DẠ HƯƠNG VỆ SINH NHẸ NHÀNG, DƯỠNG ẨM 120ML","Dung dịch vệ sinh phụ nữ Dạ Hương vệ sinh nhẹ nhàng, dưỡng ẩm (120ml)",cham-soc-ca-nhan/da-huong-120ml-4117.html,49000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00002166_da_huong_120ml_9942_5cff_large_e72548a7a2.JPG,"NaCl , Lô hội , Menthol , Thymol , Acid lactic , Vitamin E , Hương liệu ",,Hoa Linh,Chai,Chăm sóc cá nhân | Vệ sinh cá nhân | Dung dịch vệ sinh phụ nữ,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/da-huong-120ml-4117.html,cham-soc-ca-nhan,100
160,00016150,TĂM CHỈ KẼ RĂNG OKAMURA GÓI 90 CÂY,Tăm chỉ kẽ răng Okamura làm sạch mảng bám thức ăn dư thừa trong kẽ răng (90 cây) ,cham-soc-ca-nhan/tam-chi-ke-rang-okamura-90-cay-14546.html,33000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/IMG_5222_f90ea8f7b5.jpg,"Polyester , Nhựa Hips ",,Okamura,Gói,Chăm sóc cá nhân | Chăm sóc răng miệng | Chỉ nha khoa,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/chi-nha-khoa,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/tam-chi-ke-rang-okamura-90-cay-14546.html,cham-soc-ca-nhan,100
161,00015306,KEM ĐÁNH RĂNG SENSODYNE REPAIR AND PROTECT DEEP REPAIR WHITENING 100G,"Kem đánh răng Sensodyne Repair And Protect Deep Repair Whitening giảm ê buốt răng, cơ chế phục hồi sâu (100g)",cham-soc-ca-nhan/sensodyne-repairpro-extra-100g-14892.html,90000.0,Tuýp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00778_c4b1fa8176.jpg,"Glycerin  , Peg-8  , Hydrated silica  , Calcium  , Cocamidopropyl betaine  , Sodium methyl cocoyl taurate  , Aroma  , Titanium dioxide  , Carbomer  , Sodium fluoride  , Sodium saccharin  , Hosphosilicate (NOVAMIN)  , Limonene  ",,Sensodyne,Tuýp x 100g,Chăm sóc cá nhân | Chăm sóc răng miệng | Kem đánh răng,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/kem-danh-rang,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/sensodyne-repairpro-extra-100g-14892.html,cham-soc-ca-nhan,100
162,00015165,NƯỚC BÙ ĐIỆN GIẢI POCARI SWEAT 500ML,Nước Bù Điện Giải Pocari Sweat (500ml),cham-soc-ca-nhan/pocari-sweat-otsuka-500ml-15028.html,13500.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02243_ea5058dc16.jpg,"Đường , Kali clorid , Citric Acid , Nước (aqua) , Natri citrat , Natri clorid , Calcium lactate , Malic Acid , Vitamin C , Magie cacbonat , Glucono-delta-lactone ",,Pocari Sweat,Thùng 24 Chai,Chăm sóc cá nhân | Thực phẩm - Đồ uống | Nước uống không gas,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong | cham-soc-ca-nhan/nuoc-uong-khong-gas,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/pocari-sweat-otsuka-500ml-15028.html,cham-soc-ca-nhan,100
163,00015054,DUNG DỊCH VỆ SINH PHỤ NỮ LACTACYD ODOR FRESH NGĂN MÙI SUỐT 24H 150ML,Dung dịch vệ sinh phụ nữ Lactacyd Odor Fresh ngăn mùi suốt 24h (150ml),cham-soc-ca-nhan/lactacyd-ngay-dai-tuoi-mat-150ml-15136.html,56000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00015054_9351711c4d.jpg,"Hoa hồng , Lá trầu không ",Dung dịch,Lactacyd,Chai,Chăm sóc cá nhân | Vệ sinh cá nhân | Dung dịch vệ sinh phụ nữ,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/lactacyd-ngay-dai-tuoi-mat-150ml-15136.html,cham-soc-ca-nhan,100
164,00010731,GEL BÔI TRƠN DUREX KY JELLY 50G,Gel bôi trơn Durex K-Y Jelly giảm triệu chứng khô âm đạo khi quan hệ (50g),cham-soc-ca-nhan/durex-kyjelly-50g-16350.html,90000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00010731_durex_kyjelly_50g_3479_62b5_large_8734c6b877.jpg,"Nước (aqua) , Glycerin , hydroxyethylcellulose , Gluconolactone , Chlorhexidine digluconate , Methyl paraben , Natri hydroxide ",,Durex,Chai,Chăm sóc cá nhân | Hỗ trợ tình dục | Gel bôi trơn,cham-soc-ca-nhan | cham-soc-ca-nhan/ho-tro-tinh-duc | cham-soc-ca-nhan/gel-boi-tron,True,True,70,1.8425694,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/durex-kyjelly-50g-16350.html,cham-soc-ca-nhan,100
165,00010345,TĂM CHỈ KẼ RĂNG OKAMURA HŨ 70 CÂY,Tăm chỉ kẽ răng Okamura hỗ trợ làm sạch mảng bám thức ăn dư thừa (70 cây),cham-soc-ca-nhan/tam-chi-ke-rang-hu-16466.html,27000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00010345_tam_chi_ke_rang_hu_9494_62b3_large_5eab2ed09f.jpg,"Nhựa Hips , Polyester ",,Okamura,Hộp 70 cái,Chăm sóc cá nhân | Chăm sóc răng miệng | Chỉ nha khoa,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/chi-nha-khoa,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/tam-chi-ke-rang-hu-16466.html,cham-soc-ca-nhan,100
166,00009773,BỘT ĐA NĂNG BAKING SODA,Bột Đa Năng Baking Soda,cham-soc-ca-nhan/baking-soda-454g-16599.html,40000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_04342_905d5e52eb.jpg,Sodium bicarbonate 100%,,Church & Dwight,Hộp,Chăm sóc cá nhân | Hàng tổng hợp,cham-soc-ca-nhan | cham-soc-ca-nhan/hang-tong-hop,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/baking-soda-454g-16599.html,cham-soc-ca-nhan,100
167,00009625,NƯỚC SÚC MIỆNG BẠC HÀ LISTERINE COOLMINT 750ML,"Nước súc miệng Listerine Cool Mint bảo vệ khoang miệng suốt 24h khỏi vi khuẩn hôi miệng, mảng bám, viêm nướu (750ml)",cham-soc-ca-nhan/listerine-coolmint-750ml-16633.html,168000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07458_5a8e40403c.png,"Acid benzoic , Poloxamer , Sorbitol , Alcohol , Nước (aqua) , Sodium saccharin , Eucalyptol , Thymol , Methyl salicylate , Menthol , Sodium benzoate , Flavor ",,Listerine,Chai,Chăm sóc cá nhân | Chăm sóc răng miệng | Nước súc miệng,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/nuoc-suc-mieng,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/listerine-coolmint-750ml-16633.html,cham-soc-ca-nhan,100
168,00008426,"NƯỚC SÚC MIỆNG TRẺ EM VALENTINE KIDDY THÁI DƯƠNG GIÚP VỆ SINH RĂNG MIỆNG, NGĂN NGỪA SÂU RĂNG 250ML","Nước súc miệng trẻ em Valentine Kiddy Thái Dương giúp vệ sinh răng miệng, ngăn ngừa sâu răng (250ml)",cham-soc-ca-nhan/nsm-valentine-kiddy-250ml-16683.html,30000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00008426_nsm_valentine_kiddy_250ml_4438_62af_large_b4c4f11077.jpg,"Glycerin , Propylene glycol , Sorbitol , Nước (aqua) , Poloxamer 407 , Peg-40 Hydrogenated Castor Oil , Fragrance , Colloidal silver ",,Sao Thái Dương,Chai,Chăm sóc cá nhân | Chăm sóc răng miệng | Nước súc miệng,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/nuoc-suc-mieng,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nsm-valentine-kiddy-250ml-16683.html,cham-soc-ca-nhan,100
169,00008425,"NƯỚC SÚC MIỆNG VALENTINE THÁI DƯƠNG DIỆT KHUẨN, BẢO VỆ RĂNG MIỆNG 500ML","Nước súc miệng Valentine Thái Dương diệt khuẩn, bảo vệ răng miệng (500ml)",cham-soc-ca-nhan/nsm-valentine-500ml-thai-duong-16684.html,41000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/IMG_4967_b3d0260342.jpg,"Tinh dầu bạc hà , Nano Silver , PEG-40 , glycerine , Sorbitol , Nước (aqua) , propylen glycol ",,Sao Thái Dương,Hộp,Chăm sóc cá nhân | Chăm sóc răng miệng | Nước súc miệng,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/nuoc-suc-mieng,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nsm-valentine-500ml-thai-duong-16684.html,cham-soc-ca-nhan,100
170,00008408,BCS OK ORIGINAL HỘP 12 CÁI,"Bao cao su OK Original không mùi, bổ sung chất bôi trơn và không chứa chất diệt tinh trùng (12 cái)",cham-soc-ca-nhan/bcs-ok-original-12s-16685.html,18000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00008408_bcs_ok_original_12s_2305_5c93_large_b7a1627eec.JPG,"Cao su thiên nhiên , Medevice 3s joint venture ",,OK,Hộp 12 Cái,Chăm sóc cá nhân | Hỗ trợ tình dục | Bao cao su,cham-soc-ca-nhan | cham-soc-ca-nhan/ho-tro-tinh-duc | cham-soc-ca-nhan/bao-cao-su,True,True,70,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bcs-ok-original-12s-16685.html,cham-soc-ca-nhan,100
